link,物件名,date,販売価格,所在地,沿線・駅,専有面積,間取り,バルコニー,築年月
/ms/chuko/tokyo/sc_arakawa/nc_78466667/,レジデンシャルステートタワー南千住,2026-01-05,6780万円,東京都荒川区南千住３,東京メトロ日比谷線「南千住」徒歩4分,60.66m2（18.34坪）（壁芯）,3LDK,3.58m2,2008年5月
/ms/chuko/tokyo/sc_arakawa/nc_78592541/,パレステージ町屋壱番館,2026-01-05,6850万円,東京都荒川区町屋８,東京メトロ千代田線「町屋」徒歩8分,63.5m2（壁芯）,2LDK+S（納戸）,16.8m2,2013年9月
/ms/chuko/tokyo/sc_arakawa/nc_78777366/,コスモ東日暮里ガーデンフォート,2026-01-05,6850万円,東京都荒川区東日暮里４,ＪＲ山手線「鶯谷」徒歩9分,64.17m2（壁芯）,2LDK+S（納戸）,21.4m2,2001年4月
/ms/chuko/tokyo/sc_arakawa/nc_78888587/,ライオンズマンション荒川公園,2026-01-05,6980万円,東京都荒川区荒川３-12-16,都電荒川線「荒川区役所前」徒歩4分,70.6m2（21.35坪）,3LDK,9.34m2,1998年8月
/ms/chuko/tokyo/sc_arakawa/nc_78959313/,ライオンズマンション荒川公園,2026-01-05,6980万円,東京都荒川区荒川３,都電荒川線「荒川区役所前」徒歩4分,70.6m2（登記）,3LDK,9.34m2,1998年8月
/ms/chuko/tokyo/sc_arakawa/nc_78880608/,ライオンズマンション荒川公園,2026-01-05,6980万円,東京都荒川区荒川３-12-16,都電荒川線「荒川区役所前」徒歩4分,70.6m2（21.35坪）（壁芯）,3LDK,9.34m2,1998年8月
/ms/chuko/tokyo/sc_arakawa/nc_79031985/,ライオンズマンション荒川公園,2026-01-05,6980万円,東京都荒川区荒川３-12-16,都電荒川線「荒川区役所前」徒歩4分,70.6m2（21.35坪）（壁芯）,3LDK,9.34m2,1998年8月
/ms/chuko/tokyo/sc_arakawa/nc_78637350/,ライオンズシティ西日暮里,2026-01-05,6980万円,東京都荒川区荒川３,ＪＲ常磐線「三河島」徒歩3分,67.03m2（20.27坪）（壁芯）,3LDK,-,1997年3月
/ms/chuko/tokyo/sc_arakawa/nc_79090511/,■□■ ライオンズマンション荒川公園 ■□■ ～ 南…,2026-01-05,6980万円,東京都荒川区荒川３-12-16,東京メトロ千代田線「町屋」徒歩12分,70.6m2（壁芯）,3LDK,9.34m2,1998年8月
/ms/chuko/tokyo/sc_arakawa/nc_79056279/,ライオンズマンション荒川公園,2026-01-05,6980万円,東京都荒川区荒川３,都電荒川線「荒川区役所前」徒歩4分,70.6m2,3LDK,9.34m2,1998年8月
/ms/chuko/tokyo/sc_arakawa/nc_79100886/,ライオンズマンション荒川公園,2026-01-05,6980万円,東京都荒川区荒川３-12-16,都電荒川線「荒川区役所前」徒歩4分,70.6m2（壁芯）,3LDK,9.34m2,1998年8月
